title,year,authors,journal,cited_by,link,classifier_confidence,replicated_paper,method_description,result_description
"Knowledge Transfers from Multinational to Domestic Firms: Evidence from Worker Mobility. A Replication Study of Poole (Review of Economics and Statistics, 2013)",2023,"ET Flaherty, R Balsvik","S Haller, ET Flaherty, R Balsvik - … and Replications in Economics (JCRE …, 2023 - econstor.eu",1,https://www.econstor.eu/handle/10419/281075,high,"Poole & J. (2013): ""Knowledge Transfers from Multinational to Domestic Firms: Evidence fro""",":] 2023-3 [Year:] 2023 [Pages:] 1-30 Publisher: ZBW - Leibniz Information Centre for Economics, Kiel, Hamburg Abstract: This paper",largely replicates; significance noted; effect significance noted
The Origin of the State: Land Productivity or Appropriability?: Replication,2023,"N Cook, T Duprey, A Heyes, M Pelli","N Cook, T Duprey, A Heyes, M Pelli - 2023 - econstor.eu",1,https://www.econstor.eu/handle/10419/280434,high,"Mayshar et al. (2022): ""The Origins of the State: Land Productivity or Appropriability?""",Method not specified in abstract,Result not specified in abstract
Coordination and cooperation in asymmetric commons dilemmas: a replication study,2023,,"J Jarke-Neuert - Journal of the Economic Science Association, 2023 - cambridge.org",1,https://www.cambridge.org/core/journals/journal-of-the-economic-science-association/article/coordination-and-cooperation-in-asymmetric-commons-dilemmas-a-replication-study/F3039A3A3BE7ED4F4D33A0E583BEB828,high,Not identifiable from abstract,different context/setting; different laboratory; pre-registered replication; double-blind design,Result not specified in abstract
"A replication of “Women Representation in Parliaments: A Qualitative Comparative Analysis”(Political Studies, 2010)",2023,,"DM Bekana - International Journal of Public Administration, 2023 - Taylor & Francis",1,https://www.tandfonline.com/doi/abs/10.1080/01900692.2021.1993903,high,"Krook & Lena (2010): ""Women Representation in Parliaments: A Qualitative Comparative Analysi""",extends original sample/period,Result not specified in abstract
Knowledge transfers from multinational to domestic firms: Evidence from worker mobility-A replication-robustness study,2023,"E Flaherty, R Balsvik","S Haller, E Flaherty, R Balsvik - … and Replications in Economics, 2023 - ojs.jcr-econ.org",1,https://www.ojs.jcr-econ.org/index.php/jcre/article/view/15,high,Poole (2013),10654 Knowledge Transfers from Multinational to Domestic Firms: Evidence from Worker Mobility – A Replication-Robustness Study of ,largely replicates; significance noted; effect significance noted
"A Comment on"" Vulnerability and Clientelism""(2022)",2023,"S Montpetit, A Nordstrom","H Ma, S Montpetit, A Nordstrom - 2023 - econstor.eu",1,https://www.econstor.eu/handle/10419/279522,high,"Original Authors Not Specified (2022): ""Vulnerability and Clientelism""",new/different dataset,original coding error found; significance noted; results hold/are robust; effect significance noted
Integrated student support and student achievement: A replication study,2023,N Khanani,"N Khanani, AE Raczek, YR Leigh, C Foley, ME Walsh… - 2023 - edworkingpapers.com",1,https://edworkingpapers.com/sites/default/files/ai23-706.pdf,high,Not identifiable from abstract,Method not specified in abstract,effect significance noted
Replication Data for: Aspiration versus Apprehension: Economic Opportunities and Electoral Preferences,2023,"S Häusermann, T Kurer, D Zollinger","S Häusermann, T Kurer, D Zollinger - 2023 - kops.uni-konstanz.de",1,https://kops.uni-konstanz.de/entities/dataset/17eb2da1-d173-4f36-bbf2-d618368f50a0,high,"Häusermann et al. (2023): ""Aspiration Versus Apprehension: Economic Opportunities and Electoral P""",0 Universal Angaben zur Forschungsförderung Deutsche Forschungsgemeinschaft (DFG): 390681379 European Union (EU): 716075 Projekt S,Result not specified in abstract
Reproducibility and Robustness Replicability of Gsottbauer et al.(2022),2023,H Ye,"A Akhtar, H Ye - 2023 - econstor.eu",1,https://www.econstor.eu/handle/10419/270890,high,Not identifiable from abstract,field experiment; survey data,"In testing the robustness replicability, we find consistent results for our extensions"
Inaction Inertia Effect: Foregoing Opportunities as a Consequence of an Initial Failure to Act-a Replication-Extension Study in the Brazilian Population,2023,,"RS Borborema, M de Moraes Ferreira, ALM da Silva… - 2023 - osf.io",1,https://osf.io/preprints/psyarxiv/4u98x/,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
"A comment on Herzog, Baron, and Gibbons (2022)",2023,"RG Park, T Balogh","H Daarstad, RG Park, T Balogh - 2023 - econstor.eu",1,https://www.econstor.eu/handle/10419/280748,medium,"Herzog et al. (2022): ""Effects of Exposure to Official Elite Rhetoric and Group Cues on Publi""",uses original data/code,original coding error found; effect significance noted
Managerial motivation in China: replication and extension of miner's hierarchical role motivation theory,2023,BP Ebrahimi,"BP Ebrahimi, SA Young - Management Review Quarterly, 2023 - Springer",1,https://link.springer.com/article/10.1007/s11301-021-00232-x,high,"Chen et al. (1997): ""Motivation to manage: a study of women in Chinese state-owned enterpri""; Ebrahimi & B.P. (1999): ""Motivation to manage in China: implications for strategic HRM""; Miner et al. (1991): ""The cultural dynamics of managerial motivation among students from pan""",Method not specified in abstract,Result not specified in abstract
"“The empirical relevance of the competitive storage model” by Cafiero et al.(2011): Replication, robustness, and extension",2023,N Legrand,"N Legrand - Applied Economic Perspectives and Policy, 2023 - Wiley Online Library",1,https://onlinelibrary.wiley.com/doi/abs/10.1002/aepp.13282,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
Political turnover negatively affects the quality of public services: a replication,2023,S Gallegos,"S Gallegos - Journal of Economic Behavior & Organization, 2023 - Elsevier",1,https://www.sciencedirect.com/science/article/pii/S0167268123001993,high,Not identifiable from abstract,Method not specified in abstract,Result not specified in abstract
The impact of exogenous shocks on the innovation performance of firms in the Caribbean small island economies: Quasi-replication of Paunov (2012),2023,"P Piperopoulos, E Jimenez-Moro, M Yeung","P Piperopoulos, E Jimenez-Moro, M Yeung… - … Forecasting and Social …, 2023 - Elsevier",1,https://www.sciencedirect.com/science/article/pii/S0040162523005280,high,"Paunov & C. (2012): ""The impact of innovation on firm performance in developing countries: """,Method not specified in abstract,Result not specified in abstract
A replication and extension of wine retail consumer purchase patterns: double jeopardy and duplication of purchase laws,2023,"D Wilson, M Winchester","D Wilson, M Winchester, MS Visser - International Journal of Wine …, 2023 - emerald.com",1,https://www.emerald.com/insight/content/doi/10.1108/IJWBR-12-2022-0049/full/html,high,Not identifiable from abstract,Method not specified in abstract,replicates and extends original
Integrating Behavioral Economics into System Dynamics,2023,,"S Bah - … Ph. D. Dissertation. Worcester Polytechnic Institute …, 2023 - digital.wpi.edu",1,https://digital.wpi.edu/downloads/dn39x4827,low,Not identifiable from abstract,Method not specified in abstract,effect significance noted
"Replication of Atwood's (2022)"" The Long-Term Effects of Measles Vaccination on Earnings and Employment""",2023,"M Barschkett, M Huebener, A Leibing, J Marcus","M Barschkett, M Huebener, A Leibing, J Marcus… - 2023 - econstor.eu",0,https://www.econstor.eu/handle/10419/271673,high,"Atwood & James (2022): ""The Long-Term Effects of Measles Vaccination on Earnings and Employmen""",difference-in-differences; robustness check,directional effect found
A replication analysis of Laffitte and Toubal (2022),2023,,"I Tastan, K Qiu, T Khushboo, L Goff - 2023 - econstor.eu",0,https://www.econstor.eu/handle/10419/271677,high,"Laffitte et al. (2022): ""How Multinational Corporations Shift Profit to Tax Havens""",Method not specified in abstract,"We find that the main results of Laffitte and Toubal (2022), are fairly robust to alternative versions of three important researcher choices: i) the d"
"What we measure when we measure the effects of user fees: a replication, reanalysis, and extension of Tanaka, 2014",2023,JS Goldberg,"JS Goldberg - Empirical Economics, 2023 - Springer",0,https://link.springer.com/article/10.1007/s00181-023-02400-2,high,"Tanaka & Shinsuke (2014): ""Does Abolishing User Fees Lead to Improved Health Status? Evidence fro""",Method not specified in abstract,Result not specified in abstract
"The Long-Term Effects of Measles Vaccination on Earnings and Employment. A Replication Study of Atwood (American Economic Journal: Economic Policy, 2022)",2023,"M Barschkett, M Huebener, A Leibing","M Barschkett, M Huebener, A Leibing… - … in Economics (JCRE), 2023 - econstor.eu",0,https://www.econstor.eu/handle/10419/281076,high,"Atwood & Jesse (2022): ""The Long-Term Effects of Measles Vaccination on Earnings and Employmen""",difference-in-differences; robustness check,directional effect found
A (partial) replication study of Hjort and Poulsen (2019),2023,M Sangnier,M Sangnier - 2023 - econstor.eu,0,https://www.econstor.eu/handle/10419/270965,high,"Hjort et al. (2019): ""The Arrival of Fast Internet and Employment in Africa""",difference-in-differences; sensitivity analysis,Result not specified in abstract
"Replication Report: A Comment on Peter T. Leeson, R. August Hardy and Paola A. Suarez (2022)",2023,"GG Cantone, J Gabani","L Braga de Melo, GG Cantone, J Gabani, X Gao - 2023 - econstor.eu",0,https://www.econstor.eu/handle/10419/274554,high,"Leeson et al. (2022): ""Maximizing Behaviour of Panhandlers at Metrorail Stations in Washingto""",robustness check,unable to replicate
Replication Report: Checking and Sharing Alt-Facts,2023,"M Beeder, EØ Sørensen","M Beeder, EØ Sørensen - 2023 - econstor.eu",0,https://www.econstor.eu/handle/10419/271674,high,"Henry et al. (2022): ""The Effect of Fact-Checking on the Sharing of Alternative Facts""",Method not specified in abstract,similar effect size
A replication of Jones & Marinescu (2022),2023,,"E Bacher, M Herrera-Rodriguez, D Marino Fages… - 2023 - econstor.eu",0,https://www.econstor.eu/handle/10419/278842,high,"Jones et al. (2022): ""The Employment Effects of a Universal Cash Transfer: Evidence from Ala""",Method not specified in abstract,smaller effect than original; directional effect found; results hold/are robust
"Successful Replication of"" The Long-Run Effects of Sports Club Vouchers for Primary School Children (2022)""",2023,"AH Bello, T Morris, L Renée","F Bacon, AH Bello, M Brown, T Morris, L Renée - 2023 - econstor.eu",0,https://www.econstor.eu/handle/10419/273431,high,"Marcus et al. (2022): ""The Long-Run Effects of Sports Club Vouchers for Primary School Childr""",new/different dataset; direct replication,effect significance noted
Replication Report: Concentration Bias in Intertemporal Choice,2023,"L Deer, F Heuer","L Deer, S Ellingsrud, AH Kordt, F Heuer - 2023 - econstor.eu",0,https://www.econstor.eu/handle/10419/272844,high,"Dertwinkel-Kalt et al. (2022): ""Concentration Bias in Intertemporal Choice""",uses original data/code; laboratory experiment; same design/methodology,Result not specified in abstract
