row_index,title,year,authors,journal,cited_by,link,is_replication,confidence,reasoning
2246,The Political Consequences of Resource Scarcity: Targeted Spending in a Water-Stressed Democracy. A Replication Study of Mahadevan and Shenoy,2025,R McWay,"R McWay, M Braaksma - 2025 - econstor.eu",1,https://www.econstor.eu/handle/10419/318265,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=4)"
2247,Choice Bracketing revisited: Replication and extensions Registered Report of seven experiments reviewed in Read et al. (1999),2025,G Feldman,"CL Wong, G Feldman - Royal Society Open Science, 2025 - royalsocietypublishing.org",1,https://royalsocietypublishing.org/doi/abs/10.1098/rsos.240687,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=1)"
2248,"Replicating Davidsson and Honig (2003): Updates on Human Capital, Social Capital, and Replications in Entrepreneurship",2025,"V Skorodziyevskiy, GC Crawford","V Skorodziyevskiy, GC Crawford… - … Theory and Practice, 2025 - journals.sagepub.com",1,https://journals.sagepub.com/doi/abs/10.1177/10422587251322409,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
2249,Task Difficulty and Gender Differences in Competitiveness: Evidence From Botswana,2025,"M Drouvelis, G Pearce","M Drouvelis, G Pearce - Oxford Bulletin of Economics and …, 2025 - Wiley Online Library",1,https://onlinelibrary.wiley.com/doi/abs/10.1111/obes.12656,False,high,No replication signals found in title or abstract.
2250,The Slave Trade and the Origins of Mistrust in Africa: Comment,2025,G Zanella,"G Zanella - Journal of Comments and Replications in Economics, 2025 - ojs.jcr-econ.org",1,https://www.ojs.jcr-econ.org/index.php/jcre/article/view/33,False,high,No replication signals found in title or abstract.
2251,From Synthetic Marx to Synthetic Kafka: A Rejoinder to Magness and Makovi,2025,,"J Francis - Econ Journal Watch, 2025 - econjwatch.org",1,https://econjwatch.org/File+download/1338/FrancisMar2025.pdf,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=2)"
2252,Does economic policy matter? A note on the narrative approach and exact inference,2025,M Carlsson,"M Carlsson - Economics Letters, 2025 - Elsevier",1,https://www.sciencedirect.com/science/article/pii/S016517652500151X,True,high,Abstract has strong replication signal. (a_strong=1)
2253,Estimating a firm-year measure of conditional conservatism for non-US firms: evidence from Japan,2025,,"T Yamashita, K Fujiyama - … Journal of Accounting & Economics, 2025 - Taylor & Francis",1,https://www.tandfonline.com/doi/abs/10.1080/16081625.2024.2443850,True,high,Abstract has strong replication signal. (a_strong=1)
2254,Replicating and extending 'Voluntary vs mandatory: the role of auditing in constraining corporate tax avoidance in small private firms',2025,"F Hartwig, AM Huq, N Rudholm","F Hartwig, AM Huq, N Rudholm - 2025 - diva-portal.org",1,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1952175,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=1)"
2255,Revisiting the Dunning-Kruger Effect: Composite Measures and Heterogeneity by Gender,2025,"A Adamecz, N Shure","A Adamecz, R Ilieva, N Shure - 2025 - docs.iza.org",1,https://docs.iza.org/dp17687.pdf,True,high,Abstract has multiple strong replication signals. (a_strong=2)
2256,Agentizing a general equilibrium model of environmental tax reform,2025,"F Klein, J Foramitti, T Konc","F Klein, J Bergh, J Foramitti, T Konc - … and Resource Economics, 2025 - Springer",1,https://link.springer.com/article/10.1007/s10640-024-00937-z,True,high,Abstract has strong replication signal. (a_strong=1)
2257,Friends as tools: Exploring the role of dispositional greed in social relationships,2025,M Zeelenberg,"K Hoyer, M Zeelenberg… - Social Psychological …, 2025 - journals.sagepub.com",1,https://journals.sagepub.com/doi/abs/10.1177/19485506251324692,False,high,No replication signals found in title or abstract.
2258,Measuring Economic Preferences with Surveys and Behavioral Experiments,2025,"Z Sharafi, N Zou","M Kosfeld, Z Sharafi, M Sontag González, N Zou - 2025 - papers.ssrn.com",1,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5114896,False,high,No replication signals found in title or abstract.
2259,Corporate resiliency and the choice between financial and operational hedging,2025,"VV Acharya, H Almeida, Y Amihud, P Liu","VV Acharya, H Almeida, Y Amihud, P Liu - 2025 - nber.org",1,https://www.nber.org/papers/w33340,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=3)"
2260,Effects of confidential access to oral contraception in late adolescence on work and earnings,2025,R Cragun,"R Cragun - Journal of Labor Economics, 2025 - journals.uchicago.edu",1,https://www.journals.uchicago.edu/doi/full/10.1086/726383,False,high,No replication signals found in title or abstract.
2261,The Economic Costs of Temperature Uncertainty,2025,"L Bettarelli, D Furceri, M Ganslmeier","L Bettarelli, D Furceri, M Ganslmeier, M Schiffbauer - 2025 - imf.org",1,https://www.imf.org/-/media/Files/Publications/WP/2025/English/wpiea2025026-print-pdf.ashx,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
2262,Simulating Strategic Reasoning: Comparing the Ability of Single LLMs and Multi-Agent Systems to Replicate Human Behavior,2025,"K Sreedhar, L Chilton","K Sreedhar, L Chilton - 2025 - scholarspace.manoa.hawaii.edu",1,https://scholarspace.manoa.hawaii.edu/items/a517b512-3053-4c3e-a7af-5ff8278f7701,True,high,Abstract has strong replication signal. (a_strong=1)
2263,Loss aversion is not robust: A re-meta-analysis,2025,"E Yechiam, D Zeif","E Yechiam, D Zeif - Journal of Economic Psychology, 2025 - Elsevier",1,https://www.sciencedirect.com/science/article/pii/S0167487025000133,False,high,No replication signals found in title or abstract.
2264,"Economic uncertainty, monetary policy, and global commodity price dynamics: the role of “China factors”",2025,P Chen,"P Chen, J Wu, B Nie - Applied Economics, 2025 - Taylor & Francis",1,https://www.tandfonline.com/doi/abs/10.1080/00036846.2025.2453764,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
2265,"Why Anxious People Lean to the Left on Economic Policy: Personality, Social Exclusion, and Redistribution",2025,"AR Panish, AW Delton","AR Panish, AW Delton - British Journal of Political Science, 2025 - cambridge.org",1,https://www.cambridge.org/core/journals/british-journal-of-political-science/article/why-anxious-people-lean-to-the-left-on-economic-policy-personality-social-exclusion-and-redistribution/37261F4F36E46FFCD705406028C495D2,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
2266,The sources of researcher variation in economics,2025,"N Huntington-Klein, CC Portner","N Huntington-Klein, CC Portner, I McCarthy - 2025 - nber.org",1,https://www.nber.org/papers/w33729,False,high,No replication signals found in title or abstract.
2267,Share the wealth: Neurophysiological and motivational mechanisms related to racial discrimination in economic decision making,2025,"HI Volpert-Esmond, JR Bray, MP Levsen","HI Volpert-Esmond, JR Bray, MP Levsen… - Journal of experimental …, 2025 - Elsevier",1,https://www.sciencedirect.com/science/article/pii/S0022103124000969,False,high,No replication signals found in title or abstract.
2268,Development and Validation of the Social Discounting Task: Short Form,2025,"P Amormino, AA Marsh","P Amormino, AE Graue, AA Marsh… - Social Psychological …, 2025 - journals.sagepub.com",1,https://journals.sagepub.com/doi/abs/10.1177/19485506251328706,False,high,No replication signals found in title or abstract.
2269,Replication of Reference-Dependent Preferences and the Risk-Return Trade-Off in the Chinese Market,2025,,"P Xu - arXiv preprint arXiv:2505.20608, 2025 - arxiv.org",0,https://arxiv.org/abs/2505.20608,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=3)"
2270,Unveiling Plant-Product Productivity via First-Order Conditions: Robust Replication of Orr (2022),2025,D Luparello,"J Hong, D Luparello - arXiv preprint arXiv:2501.19354, 2025 - arxiv.org",0,https://arxiv.org/abs/2501.19354,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
2271,Materiality in the CSR-investor reaction realtionship: A replication and extension of Flammer (2013),2025,"M Melancon, BW Lewis","SD Kofford, M Melancon, BW Lewis - 2025 - scholarsarchive.byu.edu",0,https://scholarsarchive.byu.edu/facpub/7479/,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=3)"
2272,Electoral Cycles in Macroprudential Regulation-A Replication of Müller (2023),2025,"A Gáspár, T Wochner","A Gáspár, A Sandström, T Watson, T Wochner - 2025 - econstor.eu",0,https://www.econstor.eu/handle/10419/311309,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=3)"
2273,Are Princelings Truly Busted? Evaluating Transaction Discounts in China's Land Market,2025,,"J Manso - arXiv preprint arXiv:2502.07692, 2025 - arxiv.org",0,https://arxiv.org/abs/2502.07692,True,high,Abstract has multiple strong replication signals. (a_strong=2)
2274,"Historical Housing Discrimination, Redlining, and the Contemporary Distribution of Local Economic Development Funding: The Case of Chicago",2025,DJ Schwegman,"DJ Schwegman - Economic Development Quarterly, 2025 - journals.sagepub.com",0,https://journals.sagepub.com/doi/abs/10.1177/08912424241309321,True,medium,"Multiple moderate replication signals, no negatives. (a_mod=3)"
2275,Mitigating technology gaps' contribution to international income inequality,2025,"F Mariuzzo, D Angenendt","F Mariuzzo, J Zhang, D Angenendt - Economic Inquiry, 2025 - research-portal.uea.ac.uk",0,https://research-portal.uea.ac.uk/en/publications/mitigating-technology-gaps-contribution-to-international-income-i,True,high,Abstract has multiple strong replication signals. (a_strong=3)
2276,Does competition from informal firms impact new product development? Systematic replication and extension of McCann and Bahl (2017),2025,"A Skiadopoulou, S Mortal","A Skiadopoulou, S Mortal… - Journal of Management …, 2025 - journals.sagepub.com",0,https://journals.sagepub.com/doi/abs/10.1177/27550311251323281,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=0)"
2277,Individual Differences and the Repayment of High-and Low-Consequences Debt: Replication and Extension,2025,Y Ganzach,"Y Ganzach, A Pazy - Behavioral Finance: Beyond the Basics, 2025 - World Scientific",0,https://www.worldscientific.com/doi/abs/10.1142/9789811290633_0009,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
2278,Belief Shocks and Implications of Expectations About Growth‐at‐Risk,2025,"M Boeck, M Pfarrhofer","M Boeck, M Pfarrhofer - Journal of Applied Econometrics, 2025 - Wiley Online Library",0,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.3117,True,high,Abstract has strong replication signal. (a_strong=1)
2279,"Code and data files for"" Does the Added Worker Effect Matter?""",2025,,"N Guner, Y Kulikova, A Valladares-Esteban - 2025 - econpapers.repec.org",0,https://econpapers.repec.org/software/redccodes/21-89.htm,True,high,Abstract has strong replication signal. (a_strong=1)
2280,Materiality in the CSR-investor reaction relationship: A replication and extension of Flammer (2013),2025,BW Lewis,"BW Lewis, M Melancon - 2025 - papers.ssrn.com",0,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5153660,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
2281,School Start Time Changes and their Impact on Sleep and Grade Point Average: A Replication and 6-Year Follow-up Study,2025,,"J Caesar, R Lamm, MC Rodriguez - 2025 - conservancy.umn.edu",0,https://conservancy.umn.edu/bitstreams/6a4bbd91-eb86-4ba2-9c6d-3c8ac343045e/download,True,high,"Title contains explicit replication indicator. (t_strong=1, a_strong=2)"
2282,Changes in Nutrient Intake at Retirement,2025,"M Stephens Jr, D Toohey","M Stephens Jr, D Toohey - … Economic Journal: Applied Economics, 2025 - pubs.aeaweb.org",0,https://pubs.aeaweb.org/doi/pdf/10.1257/app.20180378,True,high,Abstract has strong replication signal. (a_strong=1)
2283,Does short-term momentum really exist in China? Evidence from “Siamese twin” stocks,2025,,"Z Lin, J Yang, H Zhu - Applied Economics Letters, 2025 - Taylor & Francis",0,https://www.tandfonline.com/doi/abs/10.1080/13504851.2025.2463623,True,low,"One moderate signal; might be incidental use of ""replicate"". (a_mod=1)"
2284,"Personality, political party identification, and partisan news consumption: A replication and extension in the context of the COVID-19 pandemic",2025,JW Neal,"Z Dunnum, JW Neal - Journal of Research in Personality, 2025 - Elsevier",0,https://www.sciencedirect.com/science/article/pii/S0092656625000182,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=0)"
2285,"State Film Incentive Effectiveness: Analyzing Television and Film Production Response to Standard Incentives, Economic Conditions, and Program Structure",2025,,M Cotton - 2025 - scholarship.claremont.edu,0,https://scholarship.claremont.edu/cmc_theses/3737/,True,high,Abstract has strong replication signal. (a_strong=1)
2286,Trade and ethnolinguistic differences: A replication and extension,2025,"J Gonzalez, Ö Özak","J Gonzalez, Ö Özak - Economic Inquiry, 2025 - Wiley Online Library",0,https://onlinelibrary.wiley.com/doi/abs/10.1111/ecin.13269,True,high,"Title contains explicit replication indicator. (t_strong=2, a_strong=1)"
2287,"A comment on"" Optimal Deposit Insurance""",2025,,"J Chahine, M DeHaven, M Greiwe, H Lee, Z Mao - 2025 - econstor.eu",0,https://www.econstor.eu/handle/10419/309440,True,high,Abstract has strong replication signal. (a_strong=1)
